Date,Nasdaq_Close,MA60,STD60,Z_MA60,Extra_MA60Z,MA120,STD120,Z_MA120,Extra_MA120Z,N_Extra_Units,Portfolio_Value,Daily_Contribution,Cumulative_Principal,Cumulative_Return,Peak_Value,Drawdown,Daily_Strategy_Return
1998-08-24,1790.82,,,,False,,,,False,0,1277.8964265610223,100.0,1300.0,-0.01700274879921363,1277.8964265610223,0.0,-0.003560682547540765
1998-08-25,1798.17,,,,False,,,,False,0,1383.0412522471456,100.0,1400.0,-0.012113391252038842,1383.0412522471456,0.0,0.0037338261330453447
1998-08-26,1768.13,,,,False,,,,False,0,1459.836340465999,100.0,1500.0,-0.026775773022667333,1459.836340465999,0.0,-0.015646841748997803
1998-08-27,1686.41,,,,False,,,,False,0,1492.2651558003458,100.0,1600.0,-0.06733427762478385,1492.2651558003458,0.0,-0.04331940660227621
1998-08-28,1639.68,,,,False,,,,False,0,1550.8148609547566,100.0,1700.0,-0.08775596414426085,1550.8148609547566,0.0,-0.026032281554735425
1998-08-31,1499.25,,,,False,,,,False,0,1517.8956944564907,100.0,1800.0,-0.15672461419083852,1550.8148609547566,-0.021227012538427226,-0.08051730672050739
1998-09-01,1575.09,,,,False,,,,False,0,1694.5788923671662,100.0,1900.0,-0.10811637243833358,1694.5788923671662,0.0,0.047396873712823716
1998-09-02,1592.85,,,,False,,,,False,0,1813.5861948885718,100.0,2000.0,-0.09320690255571412,1813.5861948885718,0.0,0.010591511246593174
1998-09-03,1571.86,,,,False,,,,False,0,1889.587413314217,100.0,2100.0,-0.10019646985037287,1889.587413314217,0.0,-0.012541259776255979
1998-09-04,1566.52,,,,False,,,,False,0,1983.0680141392918,100.0,2200.0,-0.09860544811850373,1983.0680141392918,0.0,-0.003276759357893852
1998-09-08,1660.86,,,,False,,,,False,0,2202.3936432113114,100.0,2300.0,-0.042437546429864595,2202.3936432113114,0.0,0.057283597204733666
1998-09-09,1624.55,,,,False,,,,False,0,2254.144543838094,100.0,2400.0,-0.060773106734127585,2254.144543838094,0.0,-0.02095606001844289
1998-09-10,1585.33,,,,False,,,,False,0,2299.624828218796,100.0,2500.0,-0.08015006871248151,2299.624828218796,0.0,-0.023159034886792055
1998-09-11,1641.64,,,,False,,,,False,0,2481.2061652760653,100.0,2600.0,-0.04568993643228256,2481.2061652760653,0.0,0.03399753832261591
1998-09-14,1665.69,,,,False,,,,False,0,2617.4557963004613,100.0,2700.0,-0.03057192729612544,2617.4557963004613,0.0,0.014043679079977323
1998-09-15,1678.11,,,,False,,,,False,0,2736.872513690883,100.0,2800.0,-0.02254553082468468,2736.872513690883,0.0,0.007145182422785114
1998-09-16,1689.91,,,,False,,,,False,0,2856.0174354549827,100.0,2900.0,-0.015166401567247358,2856.0174354549827,0.0,0.006748601381170797
1998-09-17,1646.25,,,,False,,,,False,0,2882.1302389581483,100.0,3000.0,-0.039289920347283895,2882.1302389581483,0.0,-0.024995521207222454
1998-09-18,1663.77,,,,False,,,,False,0,3012.702932526286,100.0,3100.0,-0.02816034434635933,3012.702932526286,0.0,0.010251964575101453
1998-09-21,1680.43,,,,False,,,,False,0,3142.77034199748,100.0,3200.0,-0.017884268125787486,3142.77034199748,0.0,0.009659582081220678
1998-09-22,1697.8,,,,False,,,,False,0,3275.1560277091703,100.0,3300.0,-0.007528476451766575,3275.1560277091703,0.0,0.009987042650618711
1998-09-23,1760.27,,,,False,,,,False,0,3495.5643308373315,100.0,3400.0,0.0281071561286269,3495.5643308373315,0.0,0.03567488499483867
1998-09-24,1720.34,,,,False,,,,False,0,3516.1708794177566,100.0,3500.0,0.004620251262216178,3516.1708794177566,0.0,-0.02208094310499675
1998-09-25,1743.59,,,,False,,,,False,0,3663.5911213155578,100.0,3600.0,0.01766420036543271,3663.5911213155578,0.0,0.013113385257235497
1998-09-28,1739.22,,,,False,,,,False,0,3754.308978036376,100.0,3700.0,0.01467810217199356,3754.308978036376,0.0,-0.00246629960056262
1998-09-29,1734.05,,,,False,,,,False,0,3843.048930764353,100.0,3800.0,0.011328665990619189,3843.048930764353,0.0,-0.002921417908161536
1998-09-30,1693.84,,,,False,,,,False,0,3853.8344314673113,100.0,3900.0,-0.011837325264791965,3853.8344314673113,0.0,-0.022625765204427103
1998-10-01,1612.33,,,,False,,,,False,0,3768.282414447462,100.0,4000.0,-0.05792939638813448,3853.8344314673113,-0.022199193696880257,-0.04692963760523196
1998-10-02,1614.98,,,,False,,,,False,0,3874.3759036204515,100.0,4100.0,-0.05503026740964598,3874.3759036204515,0.0,0.0015752441316670969
1998-10-05,1536.69,,,,False,,,,False,0,3786.456308644387,100.0,4200.0,-0.09846278365609838,3874.3759036204515,-0.022692582537979157,-0.047282793458182856
1998-10-06,1510.89,,,,False,,,,False,0,3822.7842331034353,100.0,4300.0,-0.11098041090617783,3874.3759036204515,-0.013316124145002495,-0.016383067371510112
1998-10-07,1462.61,,,,False,,,,False,0,3800.52840258352,100.0,4400.0,-0.13624354486738185,3874.3759036204515,-0.019060489450165124,-0.031165576094710434
1998-10-08,1419.12,,,,False,,,,False,0,3787.4215311493326,100.0,4500.0,-0.15835077085570387,3874.3759036204515,-0.022443452735152372,-0.028997833052381003
1998-10-09,1492.49,,,,False,,,,False,0,4083.135216912641,100.0,4600.0,-0.11236190936681713,4083.135216912641,0.0,0.05034537268343138
1998-10-12,1546.08,,,,False,,,,False,0,4329.64605938016,100.0,4700.0,-0.07879871077017866,4329.64605938016,0.0,0.035024170836067604
1998-10-13,1509.45,,,,False,,,,False,0,4326.967321439631,100.0,4800.0,-0.09854847470007694,4329.64605938016,-0.0006186967488314889,-0.02317989666987014
1998-10-14,1540.97,,,,False,,,,False,0,4517.222093026486,100.0,4900.0,-0.07811794019867639,4517.222093026486,0.0,0.020387494425304346
1998-10-15,1611.01,,,,False,,,,False,0,4822.438377831235,100.0,5000.0,-0.03551232443375302,4822.438377831235,0.0,0.04444583359217068
1998-10-16,1620.95,,,,False,,,,False,0,4952.093027073413,100.0,5100.0,-0.029001367240507177,4952.093027073413,0.0,0.00602438201679306
1998-10-19,1648.73,,,,False,,,,False,0,5136.862482819796,100.0,5200.0,-0.01214183022696226,5136.862482819796,0.0,0.016779076571257885
1998-10-20,1639.19,,,,False,,,,False,0,5207.039199998413,100.0,5300.0,-0.017539773585205077,5207.039199998413,0.0,-0.0056948760673441925
1998-10-21,1674.75,,,,False,,,,False,0,5419.898841011318,100.0,5400.0,0.003684970557651468,5419.898841011318,0.0,0.021266027394886883
1998-10-22,1702.64,,,,False,,,,False,0,5610.057672882228,100.0,5500.0,0.0200104859785869,5610.057672882228,0.0,0.016333421040446414
1998-10-23,1693.86,,,,False,,,,False,0,5681.02830063213,100.0,5600.0,0.014469339398594587,5681.02830063213,0.0,-0.005083901759515033
1998-10-26,1724.98,,,,False,,,,False,0,5885.3015078131675,100.0,5700.0,0.03250903645845044,5885.3015078131675,0.0,0.018037138335689522
1998-10-27,1717.63,,,,False,,,,False,0,5960.124714990974,100.0,5800.0,0.02760770948120243,5960.124714990974,0.0,-0.004206436850228485
1998-10-28,1737.35,,,,False,,,,False,0,6128.452525042977,100.0,5900.0,0.038720766956436774,6128.452525042977,0.0,0.011274984140669558
1998-10-29,1757.19,1679.3446666666666,108.5361870368457,0.7172292988964741,False,,,,False,0,6298.337558626799,100.0,6000.0,0.049722926437799894,6298.337558626799,0.0,0.011220288394722925
1998-10-30,1771.39,1678.376,107.42695958066457,0.86583479941232,False,,,,False,0,6449.134953520067,100.0,6100.0,0.0572352382819782,6449.134953520067,0.0,0.007939155198959168
1998-11-02,1800.91,1677.6116666666667,106.36645455594653,1.1591843861683013,False,,,,False,0,6656.509007132153,100.0,6200.0,0.07363048502131497,6656.509007132153,0.0,0.016395150561735457
1998-11-03,1788.43,1676.7653333333333,105.25507689300022,1.06089577778925,False,,,,False,0,6710.280531856315,100.0,6300.0,0.06512389394544683,6710.280531856315,0.0,-0.0068420652184492245
1998-11-04,1823.57,1677.2798333333333,105.90482792553807,1.3813361442740233,False,,,,False,0,6942.0276032482225,100.0,6400.0,0.08469181300753476,6942.0276032482225,0.0,0.019345322233884014
1998-11-05,1837.1,1677.4726666666668,106.18949042873358,1.5032309947891032,False,,,,False,0,7093.434062266493,100.0,6500.0,0.09129754804099895,7093.434062266493,0.0,0.007299951365507114
1998-11-06,1856.56,1678.373,107.48890867969828,1.6577245242201863,False,,,,False,0,7268.473263644593,100.0,6600.0,0.10128382782493837,7268.473263644593,0.0,0.010431624274103235
1998-11-09,1861.05,1679.554,109.11525729044173,1.6633420889701602,False,,,,False,0,7385.951712471328,100.0,6700.0,0.10238085260766096,7385.951712471328,0.0,0.002372058390029346
1998-11-10,1865.62,1680.347,110.30517576712766,1.6796401321289005,False,,,,False,0,7503.988677800576,100.0,6800.0,0.10352774673537878,7503.988677800576,0.0,0.0024094418481484968
1998-11-11,1862.11,1680.4635,110.4964182688933,1.6439130140667786,False,,,,False,0,7589.770582872841,100.0,6900.0,0.09996675114099149,7589.770582872841,0.0,-0.0018698206336423668
1998-11-12,1851.06,1680.6029999999998,110.70977552875398,1.539674334862402,False,,,,False,0,7644.631909034698,100.0,7000.0,0.09209027271924256,7644.631909034698,0.0,-0.005869963655180975
1998-11-13,1847.99,1680.862,111.08856452764854,1.5044572833453427,False,,,,False,0,7731.853216847121,100.0,7100.0,0.08899341082353818,7731.853216847121,0.0,-0.0016500063963878608
1998-11-16,1861.68,1681.9298333333331,112.52842341489955,1.5973756781779167,False,,,,False,0,7889.03116236557,100.0,7200.0,0.09569877255077358,7889.03116236557,0.0,0.007300691667133532
1998-11-17,1878.52,1683.3915000000002,114.51878356513078,1.7038995169645992,False,,,,False,0,8060.2921292203655,100.0,7300.0,0.10414960674251582,8060.2921292203655,0.0,0.0089198509063889
1998-11-18,1897.44,1685.0459999999998,116.89753369395265,1.8169245602397839,False,,,,False,0,8241.373445940362,100.0,7400.0,0.11369911431626517,8241.373445940362,0.0,0.009936080159392926
1998-11-19,1919.68,1687.5718333333332,120.3106390675949,1.9292405764402933,False,,,,False,0,8437.871043460027,100.0,7500.0,0.12504947246133694,8437.871043460027,0.0,0.01156855020879433
1998-11-20,1928.21,1691.6018333333334,124.25610962016252,1.9041974466281957,False,,,,False,0,8575.26429233521,100.0,7600.0,0.12832424899147507,8575.26429233521,0.0,0.004379692394607727
1998-11-23,1977.42,1697.2308333333333,129.40740260296673,2.165171087826496,False,,,,False,0,8894.014290948337,100.0,7700.0,0.1550667910322515,8894.014290948337,0.0,0.025215369957823256
1998-11-24,1965.88,1705.008,131.31519721517773,1.9866093607773818,False,,,,False,0,8942.009827092634,100.0,7800.0,0.1464115162939274,8942.009827092634,0.0,-0.005782119326632675
1998-11-25,1985.21,1711.8433333333332,135.05857783320425,2.0240600119769616,False,,,,False,0,9129.83434433565,100.0,7900.0,0.15567523346020884,9129.83434433565,0.0,0.009712942025330133
1998-11-27,2016.44,1718.9031666666667,139.7235520286297,2.129468003163613,False,,,,False,0,9373.358810550108,100.0,8000.0,0.17166985131876344,9373.358810550108,0.0,0.015550058739953309
1998-11-30,1949.54,1725.1978333333334,141.48317710491443,1.5856455251942037,False,,,,False,0,9162.276235107345,100.0,8100.0,0.13114521421078335,9373.358810550108,-0.022519416967712803,-0.03283762197377365
1998-12-01,2003.75,1732.4850000000001,144.4016504025597,1.8785450113885356,False,,,,False,0,9516.947614358434,100.0,8200.0,0.1606033676046871,9516.947614358434,0.0,0.027495549990810393
1998-12-02,1995.21,1738.0575,147.9973362864392,1.7375481643960011,False,,,,False,0,9576.286300508591,100.0,8300.0,0.15376943379621577,9576.286300508591,0.0,-0.004228089356453865
1998-12-03,1954.33,1743.5538333333332,149.82287520904137,1.406835680950455,False,,,,False,0,9479.977087460948,100.0,8400.0,0.12856870088820804,9576.286300508591,-0.010057052392275332,-0.02028766067383985
1998-12-04,2003.16,1750.5176666666666,152.03799837670684,1.6617052054799994,False,,,,False,0,9816.739480803279,100.0,8500.0,0.1549105271533269,9816.739480803279,0.0,0.024714296410189216
1998-12-07,2040.64,1757.1676666666667,155.87266076552467,1.8186148356045175,False,,,,False,0,10100.314971398393,100.0,8600.0,0.17445522923237128,10100.314971398393,0.0,0.018511678253772614
1998-12-08,2034.75,1763.3186666666666,159.4425987935989,1.7023765003021922,False,,,,False,0,10171.061933536968,100.0,8700.0,0.16908757856746762,10171.061933536968,0.0,-0.002867856330265288
1998-12-09,2050.42,1769.5238333333334,163.26909312482357,1.7204491143459348,False,,,,False,0,10349.291232221585,100.0,8800.0,0.17605582184336196,10349.291232221585,0.0,0.007616476192124143
1998-12-10,2015.96,1774.958,165.97792487281194,1.452012369624928,False,,,,False,0,10275.257805966303,100.0,8900.0,0.15452334898497785,10349.291232221585,-0.007153477914003037,-0.01665504601102804
1998-12-11,2029.31,1781.3423333333335,168.29429575684924,1.473416942336114,False,,,,False,0,10443.202157892754,100.0,9000.0,0.16035579532141714,10443.202157892754,0.0,0.006548690470841115
1998-12-14,1966.92,1786.3948333333333,169.25256328321268,1.066602260933511,False,,,,False,0,10222.031753355779,100.0,9100.0,0.12330019267645924,10443.202157892754,-0.021178408805370027,-0.030462320623961817
1998-12-15,2012.6,1791.931,171.1496848851065,1.289333370073897,False,,,,False,0,10559.329517623411,100.0,9200.0,0.14775320843732734,10559.329517623411,0.0,0.022989443351642942
1998-12-16,2009.36,1797.1236666666666,172.96210818466477,1.227068376772657,False,,,,False,0,10642.230497630815,100.0,9300.0,0.1443258599603027,10642.230497630815,0.0,-0.0016041365420147683
1998-12-17,2043.88,1801.8505,175.790104004314,1.3768095841962784,False,,,,False,0,10924.959755094991,100.0,9400.0,0.1622297611803182,10924.959755094991,0.0,0.017010364607655433
1998-12-18,2086.14,1807.9471666666666,179.22497351796204,1.5521990483399493,False,,,,False,0,11250.748163049624,100.0,9500.0,0.18428928032101305,11250.748163049624,0.0,0.02047974894876952
1998-12-21,2138.03,1814.5211666666667,183.9949179575597,1.7582487436308114,False,,,,False,0,11630.495786977379,100.0,9600.0,0.21150997781014363,11630.495786977379,0.0,0.024645743162413233
1998-12-22,2120.98,1820.8838333333333,187.90600785166902,1.5970546663072072,False,,,,False,0,11637.64687645322,100.0,9700.0,0.19975740994363095,11637.64687645322,0.0,-0.007915173596263092
1998-12-23,2172.54,1828.192,192.93139143931958,1.7848210051825788,False,,,,False,0,12020.452454511442,100.0,9800.0,0.2265767810725961,12020.452454511442,0.0,0.024093890456489644
1998-12-24,2163.03,1836.0118333333335,196.8620710082741,1.6611537458270575,False,,,,False,0,12067.734549735282,100.0,9900.0,0.21896308583184665,12067.734549735282,0.0,-0.004349499738067751
1998-12-28,2180.3,1845.478,199.56096326771694,1.6777930639211562,False,,,,False,0,12263.985398162687,100.0,10000.0,0.22639853981626876,12263.985398162687,0.0,0.007910334338243745
1998-12-29,2181.77,1854.9245,201.8666662271019,1.619115756497884,False,,,,False,0,12372.154011901757,100.0,10100.0,0.22496574375264924,12372.154011901757,0.0,0.0006606780480575172
1998-12-30,2166.95,1865.4288333333336,201.423963010579,1.4969478415576105,False,,,,False,0,12388.01429989894,100.0,10200.0,0.21451120587244504,12388.01429989894,0.0,-0.006746205340515043
1998-12-31,2192.69,1876.7921666666668,200.31245617438748,1.5770254100340106,False,,,,False,0,12635.06466704142,100.0,10300.0,0.2267053074797496,12635.06466704142,0.0,0.011775320207926994
1999-01-04,2208.05,1889.2161666666666,197.2825240835726,1.6161281127884877,False,,,,False,0,12823.474485249084,100.0,10400.0,0.23302639281241191,12823.474485249084,0.0,0.006942235514238841
1999-01-05,2251.27,1903.0853333333332,192.87541467131794,1.8052309427824889,False,,,,False,0,13174.379021945473,100.0,10500.0,0.25470276399480696,13174.379021945473,0.0,0.019414634739502355
1999-01-06,2320.86,1916.8915000000002,192.63406687665804,2.0970771502148557,False,,,,False,0,13681.518063081005,100.0,10600.0,0.29070925123405705,13681.518063081005,0.0,0.03067104234875627
1999-01-07,2326.09,1929.8916666666667,193.50325725079344,2.0475021400793962,False,,,,False,0,13812.249022065998,100.0,10700.0,0.2908643945856073,13812.249022065998,0.0,0.0022298674822564175
1999-01-08,2344.41,1943.8076666666668,192.77641715576237,2.078067116527269,False,,,,False,0,14020.932603992858,100.0,10800.0,0.2982345003697091,14020.932603992858,0.0,0.007812078532700112
1999-01-11,2384.59,1957.868,193.66016780056364,2.2034577623595255,False,,,,False,0,14361.132326323182,100.0,10900.0,0.31753507580946627,14361.132326323182,0.0,0.01701018828334362
1999-01-12,2320.75,1969.697,193.79041335806997,1.811508597958111,False,,,,False,0,14076.557558034934,100.0,11000.0,0.2796870507304486,14361.132326323182,-0.019815621903757418,-0.02659368295719264
1999-01-13,2316.81,1981.2946666666664,193.38734936160492,1.7349394075719549,False,,,,False,0,14152.55940580886,100.0,11100.0,0.2750053518746722,14361.132326323182,-0.014523431424137681,-0.0016928053321711826
1999-01-14,2276.82,1991.7628333333334,192.07530130964832,1.4840906911145255,False,,,,False,0,14008.17487205845,100.0,11200.0,0.250729899290933,14361.132326323182,-0.024577271920110458,-0.017146712165311787
1999-01-15,2348.2,2003.5796666666668,191.8263674190158,1.7965222298171442,False,,,,False,0,14547.24157050959,100.0,11300.0,0.2873665106645655,14547.24157050959,0.0,0.03112143862922497
1999-01-19,2408.17,2015.8033333333333,193.87411893311213,2.0238217913038508,False,,,,False,0,15018.659361576563,100.0,11400.0,0.31742625978741784,15018.659361576563,0.0,0.02535752477891653
1999-01-20,2415.49,2027.6841666666667,196.1861867171487,1.9767234371727298,False,,,,False,0,15164.210867295318,100.0,11500.0,0.3186270319387233,15164.210867295318,0.0,0.0030129328685400613
1999-01-21,2344.72,2038.5318333333335,195.40765753164786,1.5669199996273262,False,,,,False,0,14819.82370275376,100.0,11600.0,0.2775710088580827,15164.210867295318,-0.022710523320689163,-0.029113012680772786
1999-01-22,2338.88,2048.7635,194.782714819943,1.489436576896382,False,,,,False,0,14882.811930591593,100.0,11700.0,0.2720352077428712,15164.210867295318,-0.018556780775887148,-0.002480711092808362
1999-01-25,2369.31,2059.6248333333333,194.17363379893717,1.5948878362514414,False,,,,False,0,15176.344766413824,100.0,11800.0,0.2861309124079512,15176.344766413824,0.0,0.012916990263161428
1999-01-26,2433.41,2071.225833333333,195.38228040409422,1.8537206440501621,False,,,,False,0,15686.829999889867,100.0,11900.0,0.3182210083941065,15686.829999889867,0.0,0.026870644761731597
1999-01-27,2407.14,2082.0583333333334,195.69342737866592,1.661178257344509,False,1880.7015,256.3452599429335,2.0536307170930073,False,0,15617.382037936433,100.0,12000.0,0.30144850316136945,15686.829999889867,-0.004427150798084867,-0.01073350140304394
1999-01-28,2477.34,2093.8241666666668,197.90794925232294,1.9378495648215195,False,1886.1000833333333,262.016962516192,2.2564948123544855,False,0,16172.735488530558,100.0,12100.0,0.33658970979591385,16172.735488530558,0.0,0.028971329289766923
1999-01-29,2505.89,2105.5738333333334,201.12404841579323,1.9903943353361406,False,1891.59275,268.02524194109793,2.291938048637224,False,0,16459.01749430996,100.0,12200.0,0.34909979461557045,16459.01749430996,0.0,0.011447491782232795
1999-02-01,2510.09,2117.6014999999998,203.40221989209962,1.9296175833685927,False,1897.1834166666667,273.85683460154183,2.2380547274823526,False,0,16586.50365071591,100.0,12300.0,0.3484962317655211,16586.50365071591,0.0,0.0016598905348940549
1999-02-02,2463.42,2128.2656666666667,204.49556645450332,1.6389320274476433,False,1902.77275,278.5114777200139,2.013013088687195,False,0,16378.011471400065,100.0,12400.0,0.32080737672581167,16586.50365071591,-0.012569989655827535,-0.018487526552790418
1999-02-03,2493.41,2139.204166666667,206.20302883974273,1.717752815399309,False,1908.3384166666665,283.5820878385132,2.0631471747485843,False,0,16677.299543278707,100.0,12500.0,0.3341839634622965,16677.299543278707,0.0,0.012094182130200278
1999-02-04,2410.07,2148.429333333333,205.72468066191402,1.2718000865275125,False,1913.4011666666665,287.0789246563056,1.7300776569647236,False,0,16219.775716496571,100.0,12600.0,0.2872837870235374,16677.299543278707,-0.02743392751295437,-0.03323084417393557
1999-02-05,2373.62,2156.972166666667,204.22574601627517,1.060825275751804,False,1918.263083333333,289.90126635334036,1.570731036792589,False,0,16074.36714667648,100.0,12700.0,0.26569820052570714,16677.299543278707,-0.036152879249879505,-0.015037496475642339
1999-02-08,2404.92,2165.9605,203.04987279513085,1.1768512666890487,False,1923.1537500000002,293.1286839536651,1.643531583132795,False,0,16386.233548919037,100.0,12800.0,0.2801744960092998,16677.299543278707,-0.017452825237343348,0.013098899037053878
1999-02-09,2310.79,2173.4384999999997,199.90764937183633,0.687074758927913,False,1926.9510000000002,295.18416976752775,1.3003373463498806,False,0,15844.76661614799,100.0,12900.0,0.22827648187193722,16677.299543278707,-0.04992012795418334,-0.03890924697067066
1999-02-10,2309.5,2181.079166666667,196.10197432252502,0.6548676206702637,False,1930.8410833333335,297.1338929039601,1.274371338005042,False,0,15935.821265019229,100.0,13000.0,0.22583240500147916,16677.299543278707,-0.04446033222196986,-0.0005610211390426837
1999-02-11,2405.55,2190.371833333333,193.24002017769772,1.1135279662504467,False,1935.6169166666666,300.12977875488343,1.565766267122493,False,0,16698.477546684135,100.0,13100.0,0.2746929424949721,16698.477546684135,0.0,0.04132350134822428
1999-02-12,2321.89,2198.0420000000004,189.06054262850097,0.6550705836244085,False,1939.985916666667,301.91459939341104,1.2649407617274289,False,0,16217.639407150307,100.0,13200.0,0.2286090459962354,16698.477546684135,-0.02879532808841659,-0.034576832211111866
1999-02-16,2313.87,2205.297833333333,184.8981592348786,0.5871998245734082,False,1944.3446666666669,303.51439552733746,1.2174886554929485,False,0,16261.522340000121,100.0,13300.0,0.22267085263158806,16698.477546684135,-0.026167367980848098,-0.0034390432188123785
1999-02-17,2248.91,2211.1556666666665,180.49457247454438,0.2091715712873189,False,1948.1008333333334,304.4777532036429,0.9879512164735306,False,0,15904.89345496924,100.0,13400.0,0.1869323473857642,16698.477546684135,-0.0475243380419719,-0.027908704064445733
1999-02-18,2260.55,2216.8368333333337,176.4847113702192,0.24768812169212517,False,1952.2043333333334,305.348841652808,1.0098144305956342,False,0,16087.114650488778,100.0,13500.0,0.19163812225842802,16698.477546684135,-0.03661189437696711,0.005137253537542905
1999-02-19,2283.6,2222.76,172.55366076692778,0.35258597081969584,False,1957.1809166666667,305.84661931741584,1.0672639902374292,False,0,16351.049063659804,100.0,13600.0,0.2022830193867503,16698.477546684135,-0.020805997555946074,0.010127463523344834
1999-02-22,2342.01,2228.8365,170.17063224120983,0.6650589382519398,False,1963.0336666666665,306.4391918868372,1.2367097400298697,False,0,16869.176763698502,100.0,13700.0,0.23132677107288338,16869.176763698502,0.0,0.025416476385225657
1999-02-23,2376.35,2235.677666666667,167.6523146919902,0.839071823086817,False,1970.3428333333331,305.74357153189885,1.3279336165022433,False,0,17216.423073093167,100.0,13800.0,0.2475668893545773,17216.423073093167,0.0,0.01457031845667309
1999-02-24,2339.38,2241.5805000000005,164.89648186136182,0.5930963407832158,False,1976.7119166666666,305.4011338443892,1.187513873206913,False,0,17048.47904295777,100.0,13900.0,0.2265092836660266,17216.423073093167,-0.009754873554302334,-0.015473405160199474
1999-02-25,2326.82,2246.7535,162.56587014192183,0.4925172788734893,False,1982.8283333333334,304.9982626547389,1.1278479545179207,False,0,17056.846715255753,100.0,14000.0,0.21834619394683952,17216.423073093167,-0.0092688450533496,-0.005343466757166806
1999-02-26,2288.03,2252.3949999999995,157.8827262424959,0.22570550210330176,False,1988.7964166666668,303.8938864248172,0.9846647027147855,False,0,16872.395074783017,100.0,14100.0,0.19662376416900829,17216.423073093167,-0.019982547875918376,-0.016579482535086357
1999-03-01,2295.18,2257.2521666666667,154.55134935273648,0.24540603166633973,False,1994.8685833333332,302.66264873339173,0.9922315089867723,False,0,17025.020618060287,100.0,14200.0,0.19894511394790756,17216.423073093167,-0.011117434453153888,0.0031006550958420503
1999-03-02,2259.03,2261.649166666667,150.67408438770627,-0.01738299374647167,False,1999.8533333333332,302.0406031203975,0.8580855156197512,False,0,16856.76975610485,100.0,14300.0,0.17879508783950013,17216.423073093167,-0.02089013004974316,-0.01566426505043354
1999-03-03,2265.2,2266.830333333333,145.17172599031062,-0.011230377831574937,False,2005.1920833333336,301.0113286538836,0.8637811667401896,False,0,17002.70998991988,100.0,14400.0,0.18074374929999168,17216.423073093167,-0.012413326639683355,0.00270925621305254
1999-03-04,2292.89,2271.659166666667,141.01165808628417,0.15056083746169446,False,2011.0884166666665,299.6446703804159,0.9404525132236469,False,0,17310.452582018097,100.0,14500.0,0.19382431600124808,17310.452582018097,0.0,0.01214676458997771
1999-03-05,2337.11,2276.6003333333333,137.94017518004222,0.4386660129123978,False,2016.8840000000002,299.16426695185453,1.070401900811018,False,0,17744.196862893692,100.0,14600.0,0.2153559495132666,17744.196862893692,0.0,0.019169190421867235
1999-03-08,2397.62,2282.6481666666664,135.08199785330285,0.8511262430260419,False,2022.9834166666667,299.4051540439148,1.2512696534221448,False,0,18303.510990672745,100.0,14700.0,0.24513680208658128,18303.510990672745,0.0,0.025740252212425346
1999-03-09,2392.94,2288.356833333333,132.3106678698861,0.7904363899781234,False,2028.9403333333332,299.59695787780623,1.2149644951172298,False,0,18367.68371469225,100.0,14800.0,0.24105971045217917,18367.68371469225,0.0,-0.0019467630931212581
1999-03-10,2406.0,2294.8574999999996,128.2188949906654,0.8668184202343328,False,2034.9077499999999,299.91877529405645,1.2373091669108125,False,0,18567.829416345397,100.0,14900.0,0.2461630480768723,18567.829416345397,0.0,0.0054227537789957566
1999-03-11,2412.25,2301.239833333333,124.24596235286225,0.8934710196166755,False,2041.2910833333333,299.7287854542989,1.2376486165798335,False,0,18715.962555934824,100.0,15000.0,0.2477308370623216,18715.962555934824,0.0,0.002578400440454086
