Date,Nasdaq_Close,Shares_Bought,Cumulative_Shares,Cumulative_Principal,Portfolio_Value,Cumulative_Return,Peak_Value,Drawdown,Daily_Strategy_Return
2022-10-13,10649.15,0.009381030410877865,206.5765346760035,608900.0,2199864.5042449627,2.6128502286828095,3288866.8253253014,-0.3311177919077418,0.0222747916962102
2022-10-14,10321.39,0.009678928903955766,206.58621360490744,609000.0,2132256.8792395554,2.5012428230534574,3288866.8253253014,-0.35167430227928,-0.030776689748748837
2022-10-17,10675.8,0.00935761254425898,206.5955712174517,609100.0,2205572.9992032708,2.6210359533792,3288866.8253253014,-0.32938208922913204,0.034335772157344395
2022-10-18,10772.4,0.009273699454160634,206.60484491690585,609200.0,2225630.0313828764,2.653365120457775,3288866.8253253014,-0.3232836263709949,0.009048046644636138
2022-10-19,10680.51,0.009353485929042714,206.6141984028349,609300.0,2206745.0121834623,2.621770904617532,3288866.8253253014,-0.3290257315404696,-0.008529794239069743
2022-10-20,10614.84,0.009411352408514873,206.6236097552434,609400.0,2193276.5577743477,2.599075414792169,3288866.8253253014,-0.33312089717788707,-0.00614834949178867
2022-10-21,10859.72,0.009199132205986896,206.6328088874494,609500.0,2243974.4473312115,2.6816643926681074,3288866.8253253014,-0.3177058949143493,0.02306849199127315
2022-10-24,10952.61,0.009121113597580851,206.64193000104697,609600.0,2263268.468948767,2.7127107430261925,3288866.8253253014,-0.31183943006725195,0.008553201806821611
2022-10-25,11199.12,0.00892034374129396,206.65085034478827,609700.0,2314307.6711133253,2.795813795495039,3288866.8253253014,-0.2963206496254474,0.022505925510315692
2022-10-26,10970.99,0.009105832746178787,206.65995617753444,609800.0,2267264.3126241686,2.718045773407951,3288866.8253253014,-0.3106244694477972,-0.020369513581191514
2022-10-27,10792.67,0.009256282273061254,206.6692124598075,609900.0,2230512.6092385906,2.6571775852411714,3288866.8253253014,-0.3217990488204183,-0.01625310197412745
2022-10-28,11102.45,0.008998013951875487,206.67821047375938,610000.0,2294634.49787439,2.7616958981547377,3288866.8253253014,-0.3023023978335067,0.028701482440580694
2022-10-31,10988.15,0.009091612327825885,206.68730208608721,610100.0,2271111.0784172392,2.7225226658207493,3288866.8253253014,-0.30945483686691877,-0.010294619913124142
2022-11-01,10890.85,0.009172837749119674,206.69647492383635,610200.0,2251100.303924263,2.689118819934879,3288866.8253253014,-0.3155392347935502,-0.008854647938310976
2022-11-02,10524.8,0.009491866828823352,206.70596679066517,610300.0,2175538.9592783926,2.564704177090599,3288866.8253253014,-0.3385141220903007,-0.033609334768646984
2022-11-03,10342.94,0.009658762402179652,206.71562555306735,610400.0,2138047.312157843,2.5026987420672393,3288866.8253253014,-0.34991368586462335,-0.017278439954494133
2022-11-04,10475.25,0.009536765232333358,206.72516231829968,610500.0,2165497.7565747686,2.5470888723583434,3288866.8253253014,-0.3415672109616115,0.012791655776665545
2022-11-07,10564.52,0.009456179741247118,206.73461849804093,610600.0,2184052.0118149235,2.576894876866891,3288866.8253253014,-0.3359256765895654,0.008521552621731198
2022-11-08,10616.2,0.009410146756843315,206.74402864479777,610700.0,2194835.956898902,2.5939675076124153,3288866.8253253014,-0.33264675237137,0.004891575781440574
2022-11-09,10353.17,0.009649218548521854,206.7536778633463,610800.0,2140555.975044461,2.5045120744015406,3288866.8253253014,-0.349150911626609,-0.024775202066155695
2022-11-10,11114.15,0.00898854163386314,206.76266640498017,610900.0,2297991.2888249103,2.7616488604107223,3288866.8253253014,-0.3012817450893238,0.07349864509507723
2022-11-11,11323.33,0.008822493029877254,206.77148889801003,611000.0,2341341.803383504,2.831983311593296,3288866.8253253014,-0.28810075696758497,0.01882018994150104
2022-11-14,11196.22,0.00892265425295323,206.780411552263,611100.0,2315158.9794296776,2.788510848354897,3288866.8253253014,-0.2960618041441415,-0.011225059668724805
2022-11-15,11358.41,0.008795245109130592,206.78920679737212,611200.0,2348796.5943793394,2.8429263651494425,3288866.8253253014,-0.28583408233715263,0.014485470199071709
2022-11-16,11183.66,0.008932674991907837,206.79813947236403,611300.0,2312760.0804914986,2.7833470971560583,3288866.8253253014,-0.2967912039847513,-0.015384463485668819
2022-11-17,11144.96,0.008963693005627656,206.80710316536965,611400.0,2304856.892493918,2.7698019177198527,3288866.8253253014,-0.29919421645601446,-0.0034602992481411903
2022-11-18,11146.06,0.008962808382513643,206.81606597375216,611500.0,2305184.2803074,2.7697208181641866,3288866.8253253014,-0.2990946721962831,9.865165557865976e-05
2022-11-21,11024.51,0.009061627228783864,206.82512760098095,611600.0,2280145.6874882905,2.7281649566518813,3288866.8253253014,-0.3067078089235913,-0.01090476911409704
2022-11-22,11174.41,0.008940069319096043,206.83406767030004,611700.0,2311248.6741156774,2.7784022790839913,3288866.8253253014,-0.2972507563035569,0.013596336042866034
2022-11-23,11285.32,0.008852208001190928,206.84291987830125,611800.0,2334288.5405609906,2.815443838772459,3288866.8253253014,-0.29024534451007866,0.009924883554875167
