策略,样本,胜率,盈亏比,单笔平均收益,总收益_线性,净值_顺序复利,未成交数
扩展网格_止损-7|止盈10|强势阈值0.0|强势参考d0|最多D4|转弱阈值-2(可成交),93,0.408602,1.955858,0.008941,0.831489,1.715807,0
扩展网格_止损-6|止盈10|强势阈值1.0|强势参考prev_close|最多D2|转弱阈值1(可成交),93,0.548387,1.138211,0.008939,0.831302,1.811614,0
扩展网格_止损-6|止盈10|强势阈值1.0|强势参考prev_close|最多D2|转弱阈值-2(可成交),93,0.548387,1.138211,0.008939,0.831302,1.811614,0
扩展网格_止损-6|止盈10|强势阈值1.0|强势参考prev_close|最多D2|转弱阈值-1(可成交),93,0.548387,1.138211,0.008939,0.831302,1.811614,0
扩展网格_止损-6|止盈10|强势阈值1.0|强势参考prev_close|最多D2|转弱阈值0(可成交),93,0.548387,1.138211,0.008939,0.831302,1.811614,0
扩展网格_止损-5|止盈7|强势阈值0.0|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.376344,2.181506,0.008938,0.831276,1.691801,0
扩展网格_止损-3|止盈10|强势阈值1.0|强势参考d0|最多D4|转弱阈值0(可成交),93,0.440860,1.731112,0.008934,0.830831,1.733624,0
扩展网格_止损-3|止盈7|强势阈值0.0|强势参考prev_close|最多D4|转弱阈值0(可成交),93,0.494624,1.401408,0.008933,0.830781,1.799290,0
扩展网格_止损-6|止盈7|强势阈值0.5|强势参考prev_close|最多D2|转弱阈值-1(可成交),93,0.548387,1.135908,0.008931,0.830605,1.817315,0
扩展网格_止损-6|止盈7|强势阈值0.5|强势参考prev_close|最多D2|转弱阈值1(可成交),93,0.548387,1.135908,0.008931,0.830605,1.817315,0
扩展网格_止损-6|止盈7|强势阈值0.5|强势参考prev_close|最多D2|转弱阈值0(可成交),93,0.548387,1.135908,0.008931,0.830605,1.817315,0
扩展网格_止损-6|止盈7|强势阈值0.5|强势参考prev_close|最多D2|转弱阈值-2(可成交),93,0.548387,1.135908,0.008931,0.830605,1.817315,0
扩展网格_止损-6|止盈9|强势阈值0.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.430108,1.792858,0.008931,0.830575,1.731535,0
扩展网格_止损-6|止盈9|强势阈值0.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.430108,1.792858,0.008931,0.830575,1.731535,0
扩展网格_止损-6|止盈10|强势阈值0.0|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.419355,1.863213,0.008926,0.830108,1.711615,0
扩展网格_止损-4|止盈6|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.516129,1.277688,0.008918,0.829378,1.792918,0
扩展网格_止损-4|止盈6|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.516129,1.277688,0.008918,0.829378,1.792918,0
扩展网格_止损-3|止盈7|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值0(可成交),93,0.494624,1.400616,0.008914,0.829047,1.796412,0
扩展网格_止损-3|止盈7|强势阈值2.0|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.451613,1.661332,0.008912,0.828833,1.785435,0
扩展网格_止损-6|止盈7|强势阈值0.5|强势参考prev_close|最多D4|转弱阈值-2(可成交),93,0.516129,1.274629,0.008912,0.828773,1.776566,0
扩展网格_止损-4|止盈12|强势阈值2.0|强势参考prev_close|最多D4|转弱阈值-1(可成交),93,0.505376,1.336536,0.008911,0.828725,1.738658,0
扩展网格_止损-6|止盈9|强势阈值2.0|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.494624,1.421989,0.008906,0.828244,1.795431,0
扩展网格_止损-4|止盈9|强势阈值1.0|强势参考d0|最多D3|转弱阈值1(可成交),93,0.451613,1.651622,0.008897,0.827398,1.728246,0
扩展网格_止损-4|止盈9|强势阈值1.0|强势参考d0|最多D3|转弱阈值0(可成交),93,0.451613,1.651622,0.008897,0.827398,1.728246,0
扩展网格_止损-5|止盈9|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值-2(可成交),93,0.516129,1.273141,0.008897,0.827389,1.776213,0
扩展网格_止损-6|止盈12|强势阈值1.0|强势参考prev_close|最多D4|转弱阈值-1(可成交),93,0.526882,1.231123,0.008895,0.827217,1.736744,0
扩展网格_止损-4|止盈12|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.516129,1.276643,0.008891,0.826831,1.732010,0
扩展网格_止损-4|止盈12|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.516129,1.276643,0.008891,0.826831,1.732010,0
扩展网格_止损-5|止盈6|强势阈值0.5|强势参考prev_close|最多D5|转弱阈值-2(可成交),93,0.505376,1.326432,0.008889,0.826654,1.778814,0
扩展网格_止损-5|止盈6|强势阈值0.5|强势参考prev_close|最多D4|转弱阈值-2(可成交),93,0.505376,1.326432,0.008889,0.826654,1.778814,0
扩展网格_止损-5|止盈7|强势阈值1.0|强势参考d0|最多D2|转弱阈值0(可成交),93,0.483871,1.473628,0.008886,0.826413,1.806159,0
扩展网格_止损-5|止盈7|强势阈值1.0|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.483871,1.473628,0.008886,0.826413,1.806159,0
扩展网格_止损-5|止盈7|强势阈值1.0|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.483871,1.473628,0.008886,0.826413,1.806159,0
扩展网格_止损-5|止盈7|强势阈值1.0|强势参考d0|最多D2|转弱阈值1(可成交),93,0.483871,1.473628,0.008886,0.826413,1.806159,0
扩展网格_止损-6|止盈8|强势阈值0.0|强势参考prev_close|最多D4|转弱阈值-1(可成交),93,0.526882,1.228689,0.008886,0.826404,1.782011,0
扩展网格_止损-4|止盈10|强势阈值1.0|强势参考d0|最多D4|转弱阈值0(可成交),93,0.451613,1.651031,0.008885,0.826281,1.718906,0
扩展网格_止损-5|止盈8|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值-2(可成交),93,0.516129,1.277062,0.008884,0.826228,1.780331,0
扩展网格_止损-6|止盈7|强势阈值1.0|强势参考prev_close|最多D4|转弱阈值-2(可成交),93,0.516129,1.279355,0.008881,0.825948,1.780317,0
扩展网格_止损-5|止盈10|强势阈值0.0|强势参考d0|最多D4|转弱阈值0(可成交),93,0.419355,1.864212,0.008880,0.825843,1.708715,0
扩展网格_止损-3|止盈6|强势阈值2.0|强势参考prev_close|最多D4|转弱阈值0(可成交),93,0.505376,1.346584,0.008879,0.825741,1.806570,0
扩展网格_止损-3|止盈6|强势阈值2.0|强势参考prev_close|最多D5|转弱阈值1(可成交),93,0.505376,1.346584,0.008879,0.825741,1.806570,0
扩展网格_止损-3|止盈6|强势阈值2.0|强势参考prev_close|最多D4|转弱阈值1(可成交),93,0.505376,1.346584,0.008879,0.825741,1.806570,0
扩展网格_止损-3|止盈6|强势阈值2.0|强势参考prev_close|最多D5|转弱阈值0(可成交),93,0.505376,1.346584,0.008879,0.825741,1.806570,0
扩展网格_止损-5|止盈12|强势阈值0.5|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.516129,1.277639,0.008878,0.825682,1.727884,0
扩展网格_止损-6|止盈9|强势阈值2.0|强势参考prev_close|最多D2|转弱阈值-1(可成交),93,0.548387,1.150292,0.008873,0.825232,1.827411,0
扩展网格_止损-6|止盈9|强势阈值2.0|强势参考prev_close|最多D2|转弱阈值1(可成交),93,0.548387,1.150292,0.008873,0.825232,1.827411,0
扩展网格_止损-6|止盈9|强势阈值2.0|强势参考prev_close|最多D2|转弱阈值0(可成交),93,0.548387,1.150292,0.008873,0.825232,1.827411,0
扩展网格_止损-6|止盈9|强势阈值2.0|强势参考prev_close|最多D2|转弱阈值-2(可成交),93,0.548387,1.150292,0.008873,0.825232,1.827411,0
扩展网格_止损-5|止盈9|强势阈值1.0|强势参考d0|最多D4|转弱阈值-2(可成交),93,0.430108,1.786393,0.008870,0.824889,1.717393,0
扩展网格_止损-6|止盈8|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.526882,1.227995,0.008867,0.824670,1.779160,0
扩展网格_止损-7|止盈10|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.537634,1.186846,0.008863,0.824295,1.772591,0
扩展网格_止损-4|止盈7|强势阈值2.0|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.462366,1.584681,0.008863,0.824283,1.770277,0
扩展网格_止损-5|止盈6|强势阈值1.0|强势参考prev_close|最多D5|转弱阈值-2(可成交),93,0.505376,1.331245,0.008858,0.823829,1.782569,0
扩展网格_止损-5|止盈6|强势阈值1.0|强势参考prev_close|最多D4|转弱阈值-2(可成交),93,0.505376,1.331245,0.008858,0.823829,1.782569,0
扩展网格_止损-3|止盈10|强势阈值0.5|强势参考d0|最多D5|转弱阈值0(可成交),93,0.419355,1.883603,0.008857,0.823702,1.723259,0
扩展网格_止损-4|止盈6|强势阈值0.0|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.408602,1.923254,0.008854,0.823430,1.713278,0
扩展网格_止损-6|止盈7|强势阈值1.0|强势参考prev_close|最多D2|转弱阈值-1(可成交),93,0.548387,1.134629,0.008837,0.821840,1.804948,0
扩展网格_止损-6|止盈7|强势阈值1.0|强势参考prev_close|最多D2|转弱阈值0(可成交),93,0.548387,1.134629,0.008837,0.821840,1.804948,0
扩展网格_止损-6|止盈7|强势阈值1.0|强势参考prev_close|最多D2|转弱阈值1(可成交),93,0.548387,1.134629,0.008837,0.821840,1.804948,0
扩展网格_止损-6|止盈7|强势阈值1.0|强势参考prev_close|最多D2|转弱阈值-2(可成交),93,0.548387,1.134629,0.008837,0.821840,1.804948,0
扩展网格_止损-5|止盈12|强势阈值1.0|强势参考prev_close|最多D4|转弱阈值1(可成交),93,0.526882,1.231427,0.008834,0.821543,1.732018,0
扩展网格_止损-5|止盈12|强势阈值1.0|强势参考prev_close|最多D5|转弱阈值1(可成交),93,0.526882,1.231427,0.008834,0.821543,1.732018,0
扩展网格_止损-4|止盈6|强势阈值2.0|强势参考prev_close|最多D4|转弱阈值1(可成交),93,0.516129,1.284680,0.008830,0.821191,1.791233,0
扩展网格_止损-4|止盈6|强势阈值2.0|强势参考prev_close|最多D5|转弱阈值1(可成交),93,0.516129,1.284680,0.008830,0.821191,1.791233,0
扩展网格_止损-4|止盈6|强势阈值2.0|强势参考prev_close|最多D4|转弱阈值0(可成交),93,0.516129,1.284680,0.008830,0.821191,1.791233,0
扩展网格_止损-4|止盈6|强势阈值2.0|强势参考prev_close|最多D5|转弱阈值0(可成交),93,0.516129,1.284680,0.008830,0.821191,1.791233,0
扩展网格_止损-6|止盈8|强势阈值1.0|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.494624,1.418089,0.008819,0.820135,1.798667,0
扩展网格_止损-6|止盈8|强势阈值1.0|强势参考d0|最多D2|转弱阈值0(可成交),93,0.494624,1.418089,0.008819,0.820135,1.798667,0
扩展网格_止损-6|止盈8|强势阈值1.0|强势参考d0|最多D2|转弱阈值1(可成交),93,0.494624,1.418089,0.008819,0.820135,1.798667,0
扩展网格_止损-6|止盈8|强势阈值1.0|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.494624,1.418089,0.008819,0.820135,1.798667,0
网格_止损-6|强势1|兑现8(可成交),93,0.494624,1.418089,0.008819,0.820135,1.798667,0
扩展网格_止损-3|止盈8|强势阈值1.0|强势参考d0|最多D5|转弱阈值-1(可成交),93,0.419355,1.862709,0.008815,0.819815,1.711496,0
扩展网格_止损-3|止盈10|强势阈值0.5|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.408602,1.955388,0.008813,0.819565,1.708546,0
扩展网格_止损-4|止盈10|强势阈值0.5|强势参考d0|最多D5|转弱阈值0(可成交),93,0.430108,1.795638,0.008808,0.819152,1.708629,0
扩展网格_止损-6|止盈9|强势阈值1.0|强势参考d0|最多D2|转弱阈值0(可成交),93,0.494624,1.417523,0.008806,0.818964,1.796701,0
扩展网格_止损-6|止盈9|强势阈值1.0|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.494624,1.417523,0.008806,0.818964,1.796701,0
扩展网格_止损-6|止盈9|强势阈值1.0|强势参考d0|最多D2|转弱阈值1(可成交),93,0.494624,1.417523,0.008806,0.818964,1.796701,0
扩展网格_止损-6|止盈9|强势阈值1.0|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.494624,1.417523,0.008806,0.818964,1.796701,0
扩展网格_止损-5|止盈12|强势阈值0.5|强势参考d0|最多D4|转弱阈值-2(可成交),93,0.387097,2.120744,0.008804,0.818804,1.651624,0
扩展网格_止损-4|止盈6|强势阈值0.0|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.408602,1.906481,0.008804,0.818794,1.685847,0
扩展网格_止损-5|止盈8|强势阈值0.5|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.387097,2.106134,0.008801,0.818500,1.688028,0
扩展网格_止损-5|止盈12|强势阈值2.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.483871,1.467933,0.008794,0.817883,1.719437,0
扩展网格_止损-5|止盈12|强势阈值2.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.483871,1.467933,0.008794,0.817883,1.719437,0
扩展网格_止损-3|止盈10|强势阈值0.5|强势参考d0|最多D3|转弱阈值-1(可成交),93,0.419355,1.870410,0.008791,0.817582,1.704342,0
扩展网格_止损-3|止盈7|强势阈值1.0|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.397849,2.013150,0.008791,0.817571,1.692635,0
扩展网格_止损-3|止盈9|强势阈值1.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.440860,1.723530,0.008787,0.817221,1.725049,0
扩展网格_止损-3|止盈9|强势阈值1.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.440860,1.723530,0.008787,0.817221,1.725049,0
扩展网格_止损-7|止盈8|强势阈值1.0|强势参考prev_close|最多D4|转弱阈值-2(可成交),93,0.537634,1.181476,0.008776,0.816154,1.768105,0
扩展网格_止损-5|止盈10|强势阈值0.0|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.397849,1.998527,0.008776,0.816138,1.664433,0
扩展网格_止损-5|止盈12|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.516129,1.273668,0.008775,0.816042,1.711744,0
扩展网格_止损-3|止盈6|强势阈值0.5|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.397849,2.019667,0.008774,0.815940,1.709533,0
扩展网格_止损-4|止盈8|强势阈值1.0|强势参考d0|最多D5|转弱阈值-1(可成交),93,0.430108,1.776069,0.008766,0.815265,1.696966,0
扩展网格_止损-3|止盈12|强势阈值0.0|强势参考d0|最多D3|转弱阈值0(可成交),93,0.387097,2.108085,0.008765,0.815186,1.644917,0
扩展网格_止损-3|止盈12|强势阈值0.0|强势参考d0|最多D3|转弱阈值1(可成交),93,0.387097,2.108085,0.008765,0.815186,1.644917,0
扩展网格_止损-4|止盈10|强势阈值0.5|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.419355,1.863698,0.008764,0.815015,1.694041,0
扩展网格_止损-5|止盈9|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值-2(可成交),93,0.516129,1.272386,0.008762,0.814848,1.761656,0
扩展网格_止损-6|止盈12|强势阈值2.0|强势参考d0|最多D4|转弱阈值-2(可成交),93,0.473118,1.535908,0.008762,0.814844,1.709926,0
扩展网格_止损-5|止盈12|强势阈值1.0|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.462366,1.589039,0.008753,0.814018,1.747090,0
扩展网格_止损-5|止盈12|强势阈值1.0|强势参考d0|最多D2|转弱阈值0(可成交),93,0.462366,1.589039,0.008753,0.814018,1.747090,0
扩展网格_止损-5|止盈12|强势阈值1.0|强势参考d0|最多D2|转弱阈值1(可成交),93,0.462366,1.589039,0.008753,0.814018,1.747090,0
扩展网格_止损-5|止盈12|强势阈值1.0|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.462366,1.589039,0.008753,0.814018,1.747090,0
扩展网格_止损-5|止盈7|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值1(可成交),93,0.537634,1.174721,0.008743,0.813059,1.785407,0
扩展网格_止损-5|止盈7|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值-1(可成交),93,0.537634,1.174721,0.008743,0.813059,1.785407,0
扩展网格_止损-5|止盈7|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值0(可成交),93,0.537634,1.174721,0.008743,0.813059,1.785407,0
扩展网格_止损-5|止盈7|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值-2(可成交),93,0.537634,1.174721,0.008743,0.813059,1.785407,0
扩展网格_止损-4|止盈10|强势阈值0.5|强势参考d0|最多D3|转弱阈值-1(可成交),93,0.430108,1.783254,0.008742,0.813032,1.689872,0
扩展网格_止损-4|止盈7|强势阈值1.0|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.408602,1.918603,0.008742,0.813021,1.678265,0
扩展网格_止损-5|止盈12|强势阈值0.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.408602,1.934925,0.008741,0.812910,1.648245,0
扩展网格_止损-5|止盈12|强势阈值0.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.408602,1.934925,0.008741,0.812910,1.648245,0
扩展网格_止损-4|止盈9|强势阈值1.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.451613,1.643837,0.008738,0.812671,1.710404,0
扩展网格_止损-4|止盈9|强势阈值1.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.451613,1.643837,0.008738,0.812671,1.710404,0
扩展网格_止损-3|止盈7|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.505376,1.334969,0.008732,0.812079,1.772274,0
扩展网格_止损-3|止盈7|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.505376,1.334969,0.008732,0.812079,1.772274,0
扩展网格_止损-7|止盈9|强势阈值0.0|强势参考prev_close|最多D4|转弱阈值-1(可成交),93,0.537634,1.181808,0.008727,0.811591,1.763061,0
扩展网格_止损-4|止盈6|强势阈值0.5|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.408602,1.924685,0.008725,0.811390,1.695020,0
扩展网格_止损-5|止盈10|强势阈值2.0|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.494624,1.408198,0.008725,0.811380,1.749201,0
扩展网格_止损-5|止盈10|强势阈值2.0|强势参考d0|最多D4|转弱阈值0(可成交),93,0.494624,1.408198,0.008725,0.811380,1.749201,0
扩展网格_止损-5|止盈10|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值-2(可成交),93,0.516129,1.266443,0.008719,0.810879,1.737092,0
扩展网格_止损-7|止盈9|强势阈值0.5|强势参考prev_close|最多D4|转弱阈值-1(可成交),93,0.537634,1.181505,0.008719,0.810825,1.762604,0
扩展网格_止损-7|止盈9|强势阈值0.5|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.537634,1.181505,0.008719,0.810825,1.762604,0
扩展网格_止损-3|止盈6|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值-1(可成交),93,0.494624,1.385012,0.008718,0.810770,1.766789,0
扩展网格_止损-3|止盈10|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.505376,1.339899,0.008718,0.810735,1.765876,0
扩展网格_止损-3|止盈10|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.505376,1.339899,0.008718,0.810735,1.765876,0
扩展网格_止损-3|止盈10|强势阈值1.0|强势参考d0|最多D3|转弱阈值0(可成交),93,0.440860,1.719861,0.008716,0.810634,1.698231,0
扩展网格_止损-3|止盈10|强势阈值1.0|强势参考d0|最多D3|转弱阈值1(可成交),93,0.440860,1.719861,0.008716,0.810634,1.698231,0
扩展网格_止损-7|止盈10|强势阈值1.0|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.537634,1.183171,0.008706,0.809693,1.752006,0
扩展网格_止损-7|止盈10|强势阈值1.0|强势参考prev_close|最多D4|转弱阈值-1(可成交),93,0.537634,1.183171,0.008706,0.809693,1.752006,0
扩展网格_止损-7|止盈12|强势阈值0.0|强势参考prev_close|最多D4|转弱阈值-2(可成交),93,0.537634,1.162071,0.008703,0.809418,1.674017,0
扩展网格_止损-3|止盈12|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值-1(可成交),93,0.494624,1.384398,0.008703,0.809399,1.709436,0
扩展网格_止损-5|止盈9|强势阈值2.0|强势参考prev_close|最多D5|转弱阈值0(可成交),93,0.537634,1.189501,0.008700,0.809121,1.781263,0
扩展网格_止损-5|止盈9|强势阈值2.0|强势参考prev_close|最多D4|转弱阈值0(可成交),93,0.537634,1.189501,0.008700,0.809121,1.781263,0
扩展网格_止损-7|止盈12|强势阈值0.5|强势参考prev_close|最多D4|转弱阈值-2(可成交),93,0.537634,1.161786,0.008695,0.808653,1.673582,0
扩展网格_止损-3|止盈12|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值-1(可成交),93,0.494624,1.383870,0.008691,0.808222,1.706768,0
扩展网格_止损-3|止盈8|强势阈值0.0|强势参考d0|最多D4|转弱阈值0(可成交),93,0.387097,2.108475,0.008685,0.807740,1.686881,0
扩展网格_止损-6|止盈10|强势阈值2.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.516129,1.303542,0.008681,0.807334,1.755877,0
扩展网格_止损-6|止盈10|强势阈值2.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.516129,1.303542,0.008681,0.807334,1.755877,0
扩展网格_止损-3|止盈12|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值-2(可成交),93,0.483871,1.442562,0.008680,0.807204,1.702334,0
扩展网格_止损-6|止盈10|强势阈值2.0|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.494624,1.411689,0.008677,0.806930,1.749271,0
扩展网格_止损-3|止盈8|强势阈值0.0|强势参考d0|最多D3|转弱阈值0(可成交),93,0.397849,2.015919,0.008676,0.806859,1.684817,0
扩展网格_止损-3|止盈8|强势阈值0.0|强势参考d0|最多D3|转弱阈值1(可成交),93,0.397849,2.015919,0.008676,0.806859,1.684817,0
扩展网格_止损-4|止盈10|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.516129,1.278336,0.008669,0.806185,1.750884,0
扩展网格_止损-4|止盈10|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.516129,1.278336,0.008669,0.806185,1.750884,0
扩展网格_止损-5|止盈12|强势阈值0.0|强势参考prev_close|最多D4|转弱阈值1(可成交),93,0.526882,1.223099,0.008668,0.806166,1.704117,0
扩展网格_止损-5|止盈12|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值1(可成交),93,0.526882,1.223099,0.008668,0.806166,1.704117,0
扩展网格_止损-4|止盈10|强势阈值1.0|强势参考d0|最多D3|转弱阈值0(可成交),93,0.451613,1.640356,0.008668,0.806084,1.683814,0
扩展网格_止损-4|止盈10|强势阈值1.0|强势参考d0|最多D3|转弱阈值1(可成交),93,0.451613,1.640356,0.008668,0.806084,1.683814,0
扩展网格_止损-3|止盈8|强势阈值0.0|强势参考d0|最多D5|转弱阈值0(可成交),93,0.387097,2.107347,0.008667,0.806005,1.684183,0
扩展网格_止损-5|止盈10|强势阈值2.0|强势参考prev_close|最多D4|转弱阈值-2(可成交),93,0.516129,1.285436,0.008665,0.805856,1.754239,0
扩展网格_止损-3|止盈6|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值0(可成交),93,0.494624,1.389956,0.008664,0.805722,1.763724,0
扩展网格_止损-3|止盈6|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值1(可成交),93,0.494624,1.389956,0.008664,0.805722,1.763724,0
扩展网格_止损-3|止盈6|强势阈值0.0|强势参考prev_close|最多D4|转弱阈值0(可成交),93,0.494624,1.389956,0.008664,0.805722,1.763724,0
扩展网格_止损-3|止盈6|强势阈值0.0|强势参考prev_close|最多D4|转弱阈值1(可成交),93,0.494624,1.389956,0.008664,0.805722,1.763724,0
扩展网格_止损-6|止盈8|强势阈值1.0|强势参考prev_close|最多D4|转弱阈值0(可成交),93,0.537634,1.177569,0.008657,0.805085,1.757639,0
扩展网格_止损-6|止盈8|强势阈值1.0|强势参考prev_close|最多D5|转弱阈值0(可成交),93,0.537634,1.177569,0.008657,0.805085,1.757639,0
扩展网格_止损-5|止盈8|强势阈值2.0|强势参考prev_close|最多D2|转弱阈值-2(可成交),93,0.537634,1.187747,0.008654,0.804815,1.789384,0
扩展网格_止损-5|止盈8|强势阈值2.0|强势参考prev_close|最多D2|转弱阈值0(可成交),93,0.537634,1.187747,0.008654,0.804815,1.789384,0
扩展网格_止损-5|止盈8|强势阈值2.0|强势参考prev_close|最多D2|转弱阈值1(可成交),93,0.537634,1.187747,0.008654,0.804815,1.789384,0
扩展网格_止损-5|止盈8|强势阈值2.0|强势参考prev_close|最多D2|转弱阈值-1(可成交),93,0.537634,1.187747,0.008654,0.804815,1.789384,0
扩展网格_止损-6|止盈8|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值1(可成交),93,0.537634,1.175326,0.008652,0.804606,1.755029,0
扩展网格_止损-6|止盈8|强势阈值0.0|强势参考prev_close|最多D4|转弱阈值1(可成交),93,0.537634,1.175326,0.008652,0.804606,1.755029,0
扩展网格_止损-3|止盈6|强势阈值2.0|强势参考prev_close|最多D2|转弱阈值1(可成交),93,0.505376,1.337102,0.008650,0.804457,1.781786,0
扩展网格_止损-3|止盈6|强势阈值2.0|强势参考prev_close|最多D2|转弱阈值-2(可成交),93,0.505376,1.337102,0.008650,0.804457,1.781786,0
扩展网格_止损-3|止盈6|强势阈值2.0|强势参考prev_close|最多D2|转弱阈值-1(可成交),93,0.505376,1.337102,0.008650,0.804457,1.781786,0
扩展网格_止损-3|止盈6|强势阈值2.0|强势参考prev_close|最多D2|转弱阈值0(可成交),93,0.505376,1.337102,0.008650,0.804457,1.781786,0
扩展网格_止损-7|止盈7|强势阈值0.5|强势参考prev_close|最多D5|转弱阈值-2(可成交),93,0.526882,1.202176,0.008646,0.804048,1.704807,0
扩展网格_止损-3|止盈12|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值-2(可成交),93,0.505376,1.331237,0.008641,0.803570,1.743746,0
扩展网格_止损-3|止盈12|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值0(可成交),93,0.505376,1.331237,0.008641,0.803570,1.743746,0
扩展网格_止损-3|止盈12|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值-1(可成交),93,0.505376,1.331237,0.008641,0.803570,1.743746,0
扩展网格_止损-3|止盈12|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值1(可成交),93,0.505376,1.331237,0.008641,0.803570,1.743746,0
扩展网格_止损-4|止盈7|强势阈值0.0|强势参考d0|最多D5|转弱阈值-1(可成交),93,0.387097,2.079773,0.008637,0.803243,1.657776,0
扩展网格_止损-5|止盈8|强势阈值2.0|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.473118,1.521732,0.008636,0.803171,1.744861,0
扩展网格_止损-5|止盈10|强势阈值0.5|强势参考prev_close|最多D2|转弱阈值-1(可成交),93,0.537634,1.170553,0.008627,0.802290,1.757606,0
扩展网格_止损-5|止盈10|强势阈值0.5|强势参考prev_close|最多D2|转弱阈值-2(可成交),93,0.537634,1.170553,0.008627,0.802290,1.757606,0
扩展网格_止损-5|止盈10|强势阈值0.5|强势参考prev_close|最多D2|转弱阈值0(可成交),93,0.537634,1.170553,0.008627,0.802290,1.757606,0
扩展网格_止损-5|止盈10|强势阈值0.5|强势参考prev_close|最多D2|转弱阈值1(可成交),93,0.537634,1.170553,0.008627,0.802290,1.757606,0
